-32.97789,150.40047,2019-11-20,0.78
-33.0234,150.3559,2019-11-20,0.79
-33.0225,150.36797,2019-11-20,0.79
-33.02279,150.36406,2019-11-20,0.78
-33.15567,150.77327,2019-11-20,0.78
-33.3597,150.85811,2019-11-20,0.78
-33.02309,150.36,2019-11-20,0.79
-33.02222,150.37183,2019-11-20,0.8
-33.35866,150.87207,2019-11-20,0.79
-33.357,150.89453,2019-11-20,0.78
-33.36207,150.89554,2019-11-20,0.78
-34.45631,150.88205,2019-11-20,0.79
-33.36377,150.87274,2019-11-20,0.79
-34.46148,150.88257,2019-11-20,0.8
-34.45753,150.88222,2019-11-20,0.8
-34.45261,150.87807,2019-11-20,0.8
-34.45684,150.87473,2019-11-20,0.8
-33.36943,150.86592,2019-11-20,0.79
-33.36891,150.87292,2019-11-20,0.78
-33.36669,150.90262,2019-11-20,0.78
-33.33944,150.85292,2019-11-20,0.78
-33.35073,150.83971,2019-11-20,0.8
-33.15361,150.80109,2019-11-20,0.78
-33.31105,150.59169,2019-11-20,0.78
-33.3528,150.88171,2019-11-20,0.79
-33.35611,150.8367,2019-11-20,0.78
-33.35241,150.8869,2019-11-20,0.78
-33.35636,150.83325,2019-11-20,0.79
-33.35662,150.82985,2019-11-20,0.79
-33.35585,150.84021,2019-11-20,0.78
-33.35382,150.86789,2019-11-20,0.78
-33.35305,150.87825,2019-11-20,0.78
-33.35458,150.85756,2019-11-20,0.78
-33.35432,150.86101,2019-11-20,0.77
-33.33397,150.92787,2019-11-20,0.79
-33.34609,150.8325,2019-11-20,0.79
-33.35098,150.83621,2019-11-20,0.8
-33.3451,150.84612,2019-11-20,0.81
-33.35047,150.84322,2019-11-20,0.79
-33.35022,150.84671,2019-11-20,0.78
-33.35148,150.82939,2019-11-20,0.78
-33.35123,150.83281,2019-11-20,0.78
-33.34559,150.83931,2019-11-20,0.77
-33.33347,150.93468,2019-11-20,0.79
-33.34535,150.84265,2019-11-20,0.79
-33.34459,150.85316,2019-11-20,0.78
-33.34484,150.84959,2019-11-20,0.78
-33.34584,150.83591,2019-11-20,0.77
-33.34814,150.80421,2019-11-20,0.79
-33.3466,150.82549,2019-11-20,0.78
-33.34634,150.82904,2019-11-20,0.77
-33.31057,150.59814,2019-11-20,0.78
-33.32222,150.94821,2019-11-20,0.78
-33.33398,150.63823,2019-11-20,0.78
-33.33142,150.89236,2019-11-20,0.78
-33.32885,150.92767,2019-11-20,0.8
-33.34226,150.81409,2019-11-20,0.78
-33.32835,150.93446,2019-11-20,0.79
-33.33839,150.64967,2019-11-20,0.79
-33.32122,150.81914,2019-11-20,0.78
-33.33816,150.65309,2019-11-20,0.78
-33.31716,150.94717,2019-11-20,0.78
-33.33768,150.65994,2019-11-20,0.78
-33.33864,150.64621,2019-11-20,0.78
-33.32097,150.82271,2019-11-20,0.78
-33.33424,150.63449,2019-11-20,0.8
-33.3389,150.64255,2019-11-20,0.78
-33.31906,150.62454,2019-11-20,0.78
-33.32438,150.62596,2019-11-20,0.83
-33.33449,150.63081,2019-11-20,0.82
-33.32413,150.62967,2019-11-20,0.8
-33.32957,150.62653,2019-11-20,0.79
-33.32931,150.63025,2019-11-20,0.8
-33.32905,150.63396,2019-11-20,0.79
-33.31586,150.8219,2019-11-20,0.78
-33.32914,150.62933,2019-11-20,0.79
-33.32452,150.62141,2019-11-20,0.78
-33.32886,150.63304,2019-11-20,0.79
-33.32463,150.62227,2019-11-20,0.79
-33.31919,150.6254,2019-11-20,0.78
-33.32942,150.62563,2019-11-20,0.79
-33.32424,150.62506,2019-11-20,0.83
-33.32368,150.63249,2019-11-20,0.78
-33.32396,150.62878,2019-11-20,0.8
-33.30713,150.57379,2019-11-20,0.81
-33.2252,150.47018,2019-11-20,0.8
-33.2421,150.82198,2019-11-20,0.78
-33.15794,150.81232,2019-11-20,0.79
-33.31208,150.57777,2019-11-20,0.78
-33.30227,150.56874,2019-11-20,0.8
-33.27759,150.54762,2019-11-20,0.79
-33.27385,150.94763,2019-11-20,0.79
-33.30196,150.57295,2019-11-20,0.78
-33.27329,150.95494,2019-11-20,0.78
-33.26117,150.91183,2019-11-20,0.78
-33.26575,150.91931,2019-11-20,0.79
-33.27282,150.89372,2019-11-20,0.78
-33.29229,150.56181,2019-11-20,0.78
-33.26625,150.91264,2019-11-20,0.79
-33.21017,150.83528,2019-11-20,0.78
-33.22062,150.83353,2019-11-20,0.78
-33.25608,150.55507,2019-11-20,0.79
-33.20556,150.82762,2019-11-20,0.78
-33.23512,150.4791,2019-11-20,0.79
-33.23885,150.50128,2019-11-20,0.78
-33.21552,150.83269,2019-11-20,0.78
-33.23438,150.48985,2019-11-20,0.81
-33.23909,150.4978,2019-11-20,0.79
-33.23039,150.47121,2019-11-20,0.79
-33.23462,150.48627,2019-11-20,0.8
-33.23413,150.49345,2019-11-20,0.78
-33.23389,150.49693,2019-11-20,0.78
-33.23487,150.48268,2019-11-20,0.78
-33.23014,150.47491,2019-11-20,0.79
-33.23561,150.47185,2019-11-20,0.79
-33.23537,150.47549,2019-11-20,0.87
-33.20372,150.32809,2019-11-20,0.78
-33.22033,150.46425,2019-11-20,0.78
-33.23032,150.47078,2019-11-20,0.79
-33.22654,150.45033,2019-11-20,0.78
-33.22624,150.45482,2019-11-20,0.78
-33.22549,150.46596,2019-11-20,0.79
-33.22599,150.45844,2019-11-20,0.78
-33.20787,150.83412,2019-11-20,0.78
-33.23004,150.47449,2019-11-20,0.79
-33.23499,150.47865,2019-11-20,0.79
-33.23419,150.4894,2019-11-20,0.81
-33.23446,150.48581,2019-11-20,0.8
-33.23392,150.49297,2019-11-20,0.78
-33.23554,150.47141,2019-11-20,0.79
-33.23526,150.47505,2019-11-20,0.87
-33.23473,150.48224,2019-11-20,0.78
-33.20295,150.33893,2019-11-20,0.78
-33.22031,150.46378,2019-11-20,0.78
-33.22661,150.44984,2019-11-20,0.78
-33.22545,150.46547,2019-11-20,0.79
-33.22514,150.46973,2019-11-20,0.8
-33.22627,150.45441,2019-11-20,0.78
-33.226,150.45805,2019-11-20,0.78
-33.21242,150.35471,2019-11-20,0.78
-33.20694,150.35722,2019-11-20,0.78
-33.21214,150.35852,2019-11-20,0.78
-33.20336,150.47948,2019-11-20,0.79
-33.20364,150.47563,2019-11-20,0.79
-33.20721,150.35345,2019-11-20,0.78
-33.20608,150.36926,2019-11-20,0.78
-33.20564,150.37546,2019-11-20,0.79
-33.19841,150.47519,2019-11-20,0.78
-33.02193,150.37561,2019-11-20,0.79
-33.14596,150.62122,2019-11-20,0.79
-33.03368,150.28865,2019-11-20,0.79
-33.12025,150.61063,2019-11-20,0.79
-33.08708,150.27284,2019-11-20,0.79
-33.14542,150.62875,2019-11-20,0.79
-33.1318,150.81696,2019-11-20,0.79
-33.13153,150.82054,2019-11-20,0.79
-33.14722,150.81773,2019-11-20,0.79
-33.13694,150.81718,2019-11-20,0.79
-33.12962,150.63104,2019-11-20,0.79
-33.09015,150.82253,2019-11-20,0.79
-33.13482,150.63123,2019-11-20,0.79
-33.12104,150.82314,2019-11-20,0.79
-33.14074,150.6212,2019-11-20,0.78
-33.11674,150.81111,2019-11-20,0.78
-33.16018,150.26669,2019-11-20,0.79
-33.13553,150.6212,2019-11-20,0.78
-33.11649,150.81468,2019-11-20,0.79
-33.11621,150.81853,2019-11-20,0.79
-33.08989,150.82614,2019-11-20,0.79
-33.13009,150.62439,2019-11-20,0.78
-33.12057,150.61136,2019-11-20,0.79
-33.12083,150.6076,2019-11-20,0.79
-33.11164,150.8103,2019-11-20,0.78
-33.10064,150.81987,2019-11-20,0.79
-33.09573,150.81645,2019-11-20,0.79
-33.09527,150.82295,2019-11-20,0.79
-33.1039,150.77412,2019-11-20,0.78
-33.08655,150.28036,2019-11-20,0.79
-33.08793,150.82895,2019-11-20,0.79
-33.06772,150.82364,2019-11-20,0.79
-33.09362,150.82208,2019-11-20,0.79
-33.099,150.81911,2019-11-20,0.79
-33.10766,150.77408,2019-11-20,0.79
-33.12053,150.60695,2019-11-20,0.79
-33.07742,150.83162,2019-11-20,0.79
-33.06747,150.82693,2019-11-20,0.79
-33.0828,150.82874,2019-11-20,0.79
-33.08821,150.82529,2019-11-20,0.79
-33.08253,150.83212,2019-11-20,0.79
-33.07195,150.83585,2019-11-20,0.79
-33.06722,150.83026,2019-11-20,0.79
-33.06683,150.83543,2019-11-20,0.79
-33.08895,150.61058,2019-11-20,0.79
-33.04787,150.81355,2019-11-20,0.79
-33.05753,150.82213,2019-11-20,0.78
-33.06211,150.82974,2019-11-20,0.8
-33.09686,150.28488,2019-11-20,0.79
-33.06171,150.83502,2019-11-20,0.79
-33.10215,150.28517,2019-11-20,0.81
-33.06263,150.82286,2019-11-20,0.79
-33.06237,150.82629,2019-11-20,0.8
-33.0527,150.81789,2019-11-20,0.79
-33.0476,150.81706,2019-11-20,0.78
-33.09238,150.27313,2019-11-20,0.79
-33.05779,150.81868,2019-11-20,0.79
-33.09209,150.27718,2019-11-20,0.81
-33.05323,150.81087,2019-11-20,0.79
-33.08734,150.26909,2019-11-20,0.8
-33.09183,150.28091,2019-11-20,0.8
-33.09158,150.28445,2019-11-20,0.79
-33.03184,150.3038,2019-11-20,0.8
-33.03341,150.29218,2019-11-20,0.79
-33.03895,150.79477,2019-11-20,0.79
-33.03842,150.2963,2019-11-20,0.79
-33.0667,150.26004,2019-11-20,0.8
-33.03711,150.30426,2019-11-20,0.79
-33.02998,150.77631,2019-11-20,0.79
-33.07196,150.26088,2019-11-20,0.81
-33.07223,150.25699,2019-11-20,0.83
-33.06697,150.25613,2019-11-20,0.8
-33.03755,150.29776,2019-11-20,0.8
